cause_name,_id,cause_id
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b9071350a7"")",938
944,Other cardiomyopathy,"ObjectID(""647775723de912b9071350a8"")"
"ObjectID(""647775723de912b9071350a9"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b9071350aa"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071350ab"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071350ac"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071350ad"")",503,Endocarditis
"ObjectID(""647775723de912b9071350ae"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071350af"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071350b0"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071350b1"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b9071350b2"")"
Intracerebral hemorrhage,"ObjectID(""647775723de912b9071350b3"")",496
"ObjectID(""647775723de912b9071350b4"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071350b5"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071350b6"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071350b7"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071350b8"")",970,Other non-rheumatic valve diseases
942,Myocarditis,"ObjectID(""647775723de912b9071350b9"")"
"ObjectID(""647775723de912b9071350ba"")",938,Alcoholic cardiomyopathy
Other cardiomyopathy,"ObjectID(""647775723de912b9071350bb"")",944
"ObjectID(""647775723de912b9071350bc"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b9071350bd"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071350be"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071350bf"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071350c0"")",503,Endocarditis
"ObjectID(""647775723de912b9071350c1"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071350c2"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071350c3"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071350c4"")",493,Ischemic heart disease
"ObjectID(""647775723de912b9071350c5"")",495,Ischemic stroke
"ObjectID(""647775723de912b9071350c6"")",496,Intracerebral hemorrhage
Subarachnoid hemorrhage,"ObjectID(""647775723de912b9071350c7"")",497
"ObjectID(""647775723de912b9071350c8"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071350c9"")",968,Non-rheumatic calcific aortic valve disease
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b9071350ca"")",969
"ObjectID(""647775723de912b9071350cb"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071350cc"")",942,Myocarditis
"ObjectID(""647775723de912b9071350cd"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b9071350ce"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b9071350cf"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b9071350d0"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071350d1"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071350d2"")",502,Lower extremity peripheral arterial disease
Endocarditis,"ObjectID(""647775723de912b9071350d3"")",503
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b9071350d4"")"
"ObjectID(""647775723de912b9071350d5"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071350d6"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071350d7"")",493,Ischemic heart disease
"ObjectID(""647775723de912b9071350d8"")",495,Ischemic stroke
Intracerebral hemorrhage,"ObjectID(""647775723de912b9071350d9"")",496
"ObjectID(""647775723de912b9071350da"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071350db"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071350dc"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071350dd"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071350de"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071350df"")",942,Myocarditis
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b9071350e0"")",938
"ObjectID(""647775723de912b9071350e1"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b9071350e2"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b9071350e3"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071350e4"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071350e5"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071350e6"")",503,Endocarditis
"ObjectID(""647775723de912b9071350e7"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071350e8"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071350e9"")",492,Rheumatic heart disease
493,Ischemic heart disease,"ObjectID(""647775723de912b9071350ea"")"
"ObjectID(""647775723de912b9071350eb"")",495,Ischemic stroke
"ObjectID(""647775723de912b9071350ec"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b9071350ed"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071350ee"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071350ef"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071350f0"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071350f1"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071350f2"")",942,Myocarditis
"ObjectID(""647775723de912b9071350f3"")",938,Alcoholic cardiomyopathy
Other cardiomyopathy,"ObjectID(""647775723de912b9071350f4"")",944
"ObjectID(""647775723de912b9071350f5"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b9071350f6"")",500
"ObjectID(""647775723de912b9071350f7"")",501,Aortic aneurysm
Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b9071350f8"")",502
"ObjectID(""647775723de912b9071350f9"")",503,Endocarditis
"ObjectID(""647775723de912b9071350fa"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071350fb"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071350fc"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071350fd"")",493,Ischemic heart disease
"ObjectID(""647775723de912b9071350fe"")",495,Ischemic stroke
Intracerebral hemorrhage,"ObjectID(""647775723de912b9071350ff"")",496
"ObjectID(""647775723de912b907135100"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907135101"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907135102"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907135103"")",969,Non-rheumatic degenerative mitral valve disease
Other non-rheumatic valve diseases,"ObjectID(""647775723de912b907135104"")",970
"ObjectID(""647775723de912b907135105"")",942,Myocarditis
938,Alcoholic cardiomyopathy,"ObjectID(""647775723de912b907135106"")"
"ObjectID(""647775723de912b907135107"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907135108"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b907135109"")",500
"ObjectID(""647775723de912b90713510a"")",501,Aortic aneurysm
Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b90713510b"")",502
"ObjectID(""647775723de912b90713510c"")",503,Endocarditis
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b90713510d"")"
Cardiovascular diseases,"ObjectID(""647775723de912b90713510e"")",491
"ObjectID(""647775723de912b90713510f"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907135110"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907135111"")",495,Ischemic stroke
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b907135112"")"
497,Subarachnoid hemorrhage,"ObjectID(""647775723de912b907135113"")"
"ObjectID(""647775723de912b907135114"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907135115"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907135116"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907135117"")",970,Other non-rheumatic valve diseases
Myocarditis,"ObjectID(""647775723de912b907135118"")",942
"ObjectID(""647775723de912b907135119"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b90713511a"")"
"ObjectID(""647775723de912b90713511b"")",1004,Pulmonary Arterial Hypertension
500,Atrial fibrillation and flutter,"ObjectID(""647775723de912b90713511c"")"
"ObjectID(""647775723de912b90713511d"")",501,Aortic aneurysm
"ObjectID(""647775723de912b90713511e"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b90713511f"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907135120"")",507
"ObjectID(""647775723de912b907135121"")",491,Cardiovascular diseases
Rheumatic heart disease,"ObjectID(""647775723de912b907135122"")",492
"ObjectID(""647775723de912b907135123"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907135124"")",495,Ischemic stroke
"ObjectID(""647775723de912b907135125"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907135126"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907135127"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907135128"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907135129"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b90713512a"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b90713512b"")",942,Myocarditis
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b90713512c"")",938
"ObjectID(""647775723de912b90713512d"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b90713512e"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b90713512f"")",500,Atrial fibrillation and flutter
501,Aortic aneurysm,"ObjectID(""647775723de912b907135130"")"
502,Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b907135131"")"
"ObjectID(""647775723de912b907135132"")",503,Endocarditis
"ObjectID(""647775723de912b907135133"")",507,Other cardiovascular and circulatory diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b907135134"")"
Rheumatic heart disease,"ObjectID(""647775723de912b907135135"")",492
"ObjectID(""647775723de912b907135136"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907135137"")",495,Ischemic stroke
"ObjectID(""647775723de912b907135138"")",496,Intracerebral hemorrhage
Subarachnoid hemorrhage,"ObjectID(""647775723de912b907135139"")",497
"ObjectID(""647775723de912b90713513a"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b90713513b"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b90713513c"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b90713513d"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b90713513e"")",942,Myocarditis
"ObjectID(""647775723de912b90713513f"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907135140"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907135141"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907135142"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907135143"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907135144"")",502,Lower extremity peripheral arterial disease
503,Endocarditis,"ObjectID(""647775723de912b907135145"")"
"ObjectID(""647775723de912b907135146"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907135147"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907135148"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b907135149"")",493,Ischemic heart disease
"ObjectID(""647775723de912b90713514a"")",495,Ischemic stroke
"ObjectID(""647775723de912b90713514b"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b90713514c"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b90713514d"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b90713514e"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b90713514f"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907135150"")",970,Other non-rheumatic valve diseases
942,Myocarditis,"ObjectID(""647775723de912b907135151"")"
"ObjectID(""647775723de912b907135152"")",938,Alcoholic cardiomyopathy
Other cardiomyopathy,"ObjectID(""647775723de912b907135153"")",944
"ObjectID(""647775723de912b907135154"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907135155"")",500,Atrial fibrillation and flutter
Aortic aneurysm,"ObjectID(""647775723de912b907135156"")",501
"ObjectID(""647775723de912b907135157"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907135158"")",503,Endocarditis
"ObjectID(""647775723de912b907135159"")",507,Other cardiovascular and circulatory diseases
491,Cardiovascular diseases,"ObjectID(""647775723de912b90713515a"")"
492,Rheumatic heart disease,"ObjectID(""647775723de912b90713515b"")"
"ObjectID(""647775723de912b90713515c"")",493,Ischemic heart disease
"ObjectID(""647775723de912b90713515d"")",495,Ischemic stroke
"ObjectID(""647775723de912b90713515e"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b90713515f"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907135160"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907135161"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907135162"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907135163"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907135164"")",942,Myocarditis
"ObjectID(""647775723de912b907135165"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b907135166"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b907135167"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907135168"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907135169"")",501,Aortic aneurysm
"ObjectID(""647775723de912b90713516a"")",502,Lower extremity peripheral arterial disease
503,Endocarditis,"ObjectID(""647775723de912b90713516b"")"
"ObjectID(""647775723de912b90713516c"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b90713516d"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b90713516e"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b90713516f"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907135170"")",495,Ischemic stroke
"ObjectID(""647775723de912b907135171"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907135172"")",497,Subarachnoid hemorrhage
Hypertensive heart disease,"ObjectID(""647775723de912b907135173"")",498
"ObjectID(""647775723de912b907135174"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907135175"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907135176"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b907135177"")",942,Myocarditis
"ObjectID(""647775723de912b907135178"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b907135179"")"
"ObjectID(""647775723de912b90713517a"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b90713517b"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b90713517c"")",501,Aortic aneurysm
"ObjectID(""647775723de912b90713517d"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b90713517e"")",503,Endocarditis
"ObjectID(""647775723de912b90713517f"")",507,Other cardiovascular and circulatory diseases
Cardiovascular diseases,"ObjectID(""647775723de912b907135180"")",491
"ObjectID(""647775723de912b907135181"")",492,Rheumatic heart disease
Ischemic heart disease,"ObjectID(""647775723de912b907135182"")",493
"ObjectID(""647775723de912b907135183"")",495,Ischemic stroke
"ObjectID(""647775723de912b907135184"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907135185"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b907135186"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b907135187"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b907135188"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b907135189"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b90713518a"")",942,Myocarditis
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b90713518b"")",938
"ObjectID(""647775723de912b90713518c"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b90713518d"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b90713518e"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b90713518f"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907135190"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907135191"")",503,Endocarditis
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907135192"")"
Cardiovascular diseases,"ObjectID(""647775723de912b907135193"")",491
"ObjectID(""647775723de912b907135194"")",492,Rheumatic heart disease
493,Ischemic heart disease,"ObjectID(""647775723de912b907135195"")"
"ObjectID(""647775723de912b907135196"")",495,Ischemic stroke
"ObjectID(""647775723de912b907135197"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b907135198"")",497,Subarachnoid hemorrhage
498,Hypertensive heart disease,"ObjectID(""647775723de912b907135199"")"
"ObjectID(""647775723de912b90713519a"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b90713519b"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b90713519c"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b90713519d"")",942,Myocarditis
"ObjectID(""647775723de912b90713519e"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b90713519f"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b9071351a0"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b9071351a1"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071351a2"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071351a3"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071351a4"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b9071351a5"")",507
"ObjectID(""647775723de912b9071351a6"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071351a7"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071351a8"")",493,Ischemic heart disease
"ObjectID(""647775723de912b9071351a9"")",495,Ischemic stroke
"ObjectID(""647775723de912b9071351aa"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b9071351ab"")",497,Subarachnoid hemorrhage
Hypertensive heart disease,"ObjectID(""647775723de912b9071351ac"")",498
"ObjectID(""647775723de912b9071351ad"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b9071351ae"")"
"ObjectID(""647775723de912b9071351af"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071351b0"")",942,Myocarditis
"ObjectID(""647775723de912b9071351b1"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b9071351b2"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b9071351b3"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b9071351b4"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071351b5"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071351b6"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071351b7"")",503,Endocarditis
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b9071351b8"")",507
"ObjectID(""647775723de912b9071351b9"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071351ba"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071351bb"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b9071351bc"")"
496,Intracerebral hemorrhage,"ObjectID(""647775723de912b9071351bd"")"
Subarachnoid hemorrhage,"ObjectID(""647775723de912b9071351be"")",497
"ObjectID(""647775723de912b9071351bf"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071351c0"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071351c1"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071351c2"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071351c3"")",942,Myocarditis
"ObjectID(""647775723de912b9071351c4"")",938,Alcoholic cardiomyopathy
Other cardiomyopathy,"ObjectID(""647775723de912b9071351c5"")",944
"ObjectID(""647775723de912b9071351c6"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b9071351c7"")",500
"ObjectID(""647775723de912b9071351c8"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071351c9"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071351ca"")",503,Endocarditis
"ObjectID(""647775723de912b9071351cb"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071351cc"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071351cd"")",492,Rheumatic heart disease
493,Ischemic heart disease,"ObjectID(""647775723de912b9071351ce"")"
495,Ischemic stroke,"ObjectID(""647775723de912b9071351cf"")"
"ObjectID(""647775723de912b9071351d0"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b9071351d1"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071351d2"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b9071351d3"")",968,Non-rheumatic calcific aortic valve disease
"ObjectID(""647775723de912b9071351d4"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071351d5"")",970,Other non-rheumatic valve diseases
Myocarditis,"ObjectID(""647775723de912b9071351d6"")",942
Alcoholic cardiomyopathy,"ObjectID(""647775723de912b9071351d7"")",938
"ObjectID(""647775723de912b9071351d8"")",944,Other cardiomyopathy
1004,Pulmonary Arterial Hypertension,"ObjectID(""647775723de912b9071351d9"")"
"ObjectID(""647775723de912b9071351da"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071351db"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071351dc"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071351dd"")",503,Endocarditis
507,Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b9071351de"")"
"ObjectID(""647775723de912b9071351df"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071351e0"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071351e1"")",493,Ischemic heart disease
"ObjectID(""647775723de912b9071351e2"")",495,Ischemic stroke
"ObjectID(""647775723de912b9071351e3"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b9071351e4"")",497,Subarachnoid hemorrhage
Hypertensive heart disease,"ObjectID(""647775723de912b9071351e5"")",498
Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b9071351e6"")",968
"ObjectID(""647775723de912b9071351e7"")",969,Non-rheumatic degenerative mitral valve disease
"ObjectID(""647775723de912b9071351e8"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b9071351e9"")",942,Myocarditis
"ObjectID(""647775723de912b9071351ea"")",938,Alcoholic cardiomyopathy
"ObjectID(""647775723de912b9071351eb"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b9071351ec"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b9071351ed"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b9071351ee"")",501,Aortic aneurysm
"ObjectID(""647775723de912b9071351ef"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b9071351f0"")",503,Endocarditis
"ObjectID(""647775723de912b9071351f1"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b9071351f2"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b9071351f3"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b9071351f4"")",493,Ischemic heart disease
495,Ischemic stroke,"ObjectID(""647775723de912b9071351f5"")"
"ObjectID(""647775723de912b9071351f6"")",496,Intracerebral hemorrhage
"ObjectID(""647775723de912b9071351f7"")",497,Subarachnoid hemorrhage
"ObjectID(""647775723de912b9071351f8"")",498,Hypertensive heart disease
Non-rheumatic calcific aortic valve disease,"ObjectID(""647775723de912b9071351f9"")",968
"ObjectID(""647775723de912b9071351fa"")",969,Non-rheumatic degenerative mitral valve disease
Other non-rheumatic valve diseases,"ObjectID(""647775723de912b9071351fb"")",970
"ObjectID(""647775723de912b9071351fc"")",942,Myocarditis
938,Alcoholic cardiomyopathy,"ObjectID(""647775723de912b9071351fd"")"
"ObjectID(""647775723de912b9071351fe"")",944,Other cardiomyopathy
"ObjectID(""647775723de912b9071351ff"")",1004,Pulmonary Arterial Hypertension
500,Atrial fibrillation and flutter,"ObjectID(""647775723de912b907135200"")"
Aortic aneurysm,"ObjectID(""647775723de912b907135201"")",501
"ObjectID(""647775723de912b907135202"")",502,Lower extremity peripheral arterial disease
"ObjectID(""647775723de912b907135203"")",503,Endocarditis
"ObjectID(""647775723de912b907135204"")",507,Other cardiovascular and circulatory diseases
"ObjectID(""647775723de912b907135205"")",491,Cardiovascular diseases
492,Rheumatic heart disease,"ObjectID(""647775723de912b907135206"")"
"ObjectID(""647775723de912b907135207"")",493,Ischemic heart disease
"ObjectID(""647775723de912b907135208"")",495,Ischemic stroke
"ObjectID(""647775723de912b907135209"")",496,Intracerebral hemorrhage
Subarachnoid hemorrhage,"ObjectID(""647775723de912b90713520a"")",497
"ObjectID(""647775723de912b90713520b"")",498,Hypertensive heart disease
"ObjectID(""647775723de912b90713520c"")",968,Non-rheumatic calcific aortic valve disease
969,Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b90713520d"")"
"ObjectID(""647775723de912b90713520e"")",970,Other non-rheumatic valve diseases
"ObjectID(""647775723de912b90713520f"")",942,Myocarditis
938,Alcoholic cardiomyopathy,"ObjectID(""647775723de912b907135210"")"
944,Other cardiomyopathy,"ObjectID(""647775723de912b907135211"")"
"ObjectID(""647775723de912b907135212"")",1004,Pulmonary Arterial Hypertension
Atrial fibrillation and flutter,"ObjectID(""647775723de912b907135213"")",500
"ObjectID(""647775723de912b907135214"")",501,Aortic aneurysm
502,Lower extremity peripheral arterial disease,"ObjectID(""647775723de912b907135215"")"
503,Endocarditis,"ObjectID(""647775723de912b907135216"")"
Other cardiovascular and circulatory diseases,"ObjectID(""647775723de912b907135217"")",507
"ObjectID(""647775723de912b907135218"")",491,Cardiovascular diseases
"ObjectID(""647775723de912b907135219"")",492,Rheumatic heart disease
"ObjectID(""647775723de912b90713521a"")",493,Ischemic heart disease
"ObjectID(""647775723de912b90713521b"")",495,Ischemic stroke
Intracerebral hemorrhage,"ObjectID(""647775723de912b90713521c"")",496
"ObjectID(""647775723de912b90713521d"")",497,Subarachnoid hemorrhage
498,Hypertensive heart disease,"ObjectID(""647775723de912b90713521e"")"
"ObjectID(""647775723de912b90713521f"")",968,Non-rheumatic calcific aortic valve disease
Non-rheumatic degenerative mitral valve disease,"ObjectID(""647775723de912b907135220"")",969
"ObjectID(""647775723de912b907135221"")",970,Other non-rheumatic valve diseases
942,Myocarditis,"ObjectID(""647775723de912b907135222"")"
"ObjectID(""647775723de912b907135223"")",938,Alcoholic cardiomyopathy
944,Other cardiomyopathy,"ObjectID(""647775723de912b907135224"")"
"ObjectID(""647775723de912b907135225"")",1004,Pulmonary Arterial Hypertension
"ObjectID(""647775723de912b907135226"")",500,Atrial fibrillation and flutter
"ObjectID(""647775723de912b907135227"")",501,Aortic aneurysm
"ObjectID(""647775723de912b907135228"")",502,Lower extremity peripheral arterial disease
